LPT nnnnn.nnnn
        YYYYMMDDHH _A_[km2] cen_lat.__ cen_lon.__ Nobj
        2012061200   992689       9.41     254.18  1
        2012061203  1036797       9.43     254.47  1
        2012061206  1068856       9.40     254.87  1
        2012061209  1063008       9.33     255.54  1
        2012061212  1053978       9.30     255.99  1
        2012061215  1073264       9.24     256.45  1
        2012061218  2565633       8.34     266.09  1
        2012061221  2784490       8.27     266.38  1
        2012061300  2843384       8.25     266.76  1
        2012061303  3056452       8.22     266.73  1
        2012061306  3276422       8.19     266.95  1
        2012061309  3566828       8.22     266.89  1
        2012061312  3708833       8.21     266.93  1
        2012061315  3862005       8.22     266.90  1
        2012061318  4013956       8.28     266.80  1
        2012061321  4178421       8.30     266.77  1
        2012061400  4215797       8.29     267.05  1
        2012061403  4285040       8.29     267.13  1
        2012061406  4327210       8.33     267.00  1
        2012061409  4350748       8.39     266.73  1
        2012061412  4222107       8.43     266.39  1
        2012061415  4164884       8.50     265.99  1
        2012061418  4042199       8.69     265.15  1
        2012061421  3933204       8.83     264.80  1
        2012061500  3784515       8.99     264.39  1
        2012061503  3571793       9.15     263.84  1
        2012061506  3428238       9.28     263.49  1
        2012061509  3318640       9.53     263.01  1
        2012061512  3199859       9.73     262.70  1
        2012061515  3111061       9.97     262.31  1
        2012061518  3025583      10.18     262.12  1
        2012061521  2866881      10.44     262.05  1
        2012061600  2667677      10.75     262.21  1
        2012061603  2504820      11.01     262.35  1
        2012061606  2284763      11.36     262.54  1
        2012061609  2083654      11.75     262.38  1
        2012061612  1730135      12.22     262.79  1
        2012061615  1760741      12.49     262.42  1
        2012061618  1748232      12.66     262.20  1
        2012061621  1872381      12.87     261.85  1
        2012061700  1828425      13.12     261.88  1
        2012061703  1946307      13.23     261.33  1
        2012061706  2084196      13.35     260.82  1
        2012061709  2133932      13.57     260.77  1
        2012061712  2031480      13.80     260.66  1
        2012061715  2068341      13.95     260.46  1
        2012061718  2128696      14.07     260.27  1
        2012061721  2059356      14.29     260.48  1
        2012061800  1983464      14.43     260.41  1
        2012061803  1977288      14.46     260.13  1
        2012061806  1967737      14.45     259.74  1
        2012061809  1982430      14.48     259.59  1
        2012061812  1904856      14.56     259.68  1
        2012061815  1943419      14.60     259.79  1
        2012061818  1878847      14.64     259.62  1
        2012061821  1820600      14.65     259.12  1
        2012061900  1794728      14.61     258.50  1
        2012061903  1783962      14.56     257.72  1
        2012061906  1868577      14.45     256.89  1
        2012061909  1921264      14.32     256.12  1
        2012061912  1876142      14.26     255.75  1
        2012061915  1909744      14.17     255.29  1
        2012061918  1809726      14.15     254.87  1
        2012061921  1817969      14.23     254.86  1
        2012062000  1568485      14.40     254.57  1
        2012062003  1451945      14.61     254.67  1
        2012062006  1267735      14.96     255.45  1
        2012062009   974553      15.14     255.42  1
        2012062012   771987      15.08     254.40  1
        2012062015   619781      15.11     254.14  1
        2012062018   432491      15.17     254.00  1
LPT     3.0100
        2012061021   304192      24.30     114.82  1
        2012061100   366522      24.41     115.01  1
        2012061103   466653      24.53     115.27  1
        2012061106   545070      24.59     115.50  1
        2012061109   635526      24.61     115.77  1
        2012061112   627731      24.63     116.04  1
        2012061115   683054      24.66     116.45  1
        2012061118   790518      24.64     116.99  1
        2012061121   893310      24.70     117.57  1
        2012061200  1014677      24.70     118.35  1
        2012061203  1189971      24.70     119.22  1
        2012061206  1262566      24.74     119.75  1
        2012061209  1258515      24.72     120.03  1
        2012061212  1313038      24.67     120.51  1
        2012061215  1367072      24.54     120.91  1
        2012061218  1550163      24.37     120.91  1
        2012061221  1636110      24.19     120.99  1
        2012061300  1706134      23.99     120.82  1
        2012061303  1782976      23.83     120.73  1
        2012061306  1838918      23.66     120.55  1
        2012061309  1777905      23.53     120.51  1
        2012061312  1712007      23.31     120.51  1
        2012061315  1600063      23.01     120.60  1
        2012061318  1578780      22.63     120.79  1
        2012061321  1532383      22.31     120.90  1
        2012061400  1460702      22.05     121.20  1
        2012061403  1539375      21.70     120.89  1
        2012061406  1641752      21.44     120.66  1
        2012061409  1663593      21.16     120.32  1
        2012061412  1655020      20.82     120.11  1
        2012061415  1719916      20.42     119.94  1
        2012061418  1850071      19.96     119.75  1
        2012061421  1911675      19.71     119.61  1
        2012061500  2050242      19.47     119.49  1
        2012061503  8044041       8.06     135.35  1
        2012061506  8214117       8.04     135.43  1
        2012061509  8289116       8.02     135.61  1
        2012061512  8450697       7.87     135.94  1
        2012061515  8603345       7.79     136.22  1
        2012061518  8810457       7.77     136.33  1
        2012061521  8826321       7.58     136.77  1
        2012061600  8952649       7.51     136.96  1
        2012061603  8968487       7.47     137.03  1
        2012061606  8970045       7.42     137.08  1
        2012061609  8913213       7.31     137.23  1
        2012061612  8937441       7.23     137.35  1
        2012061615  8930034       7.29     137.23  1
        2012061618  8761586       7.53     136.87  1
        2012061621  8508455       7.69     136.58  1
        2012061700  4389793      14.66     122.62  1
        2012061703  4420225      14.93     122.13  1
        2012061706  4434222      15.23     121.66  1
        2012061709  4359190      15.32     121.34  1
        2012061712  4263154      15.47     121.22  1
        2012061715  4184465      15.50     121.12  1
        2012061718  4218275      15.83     120.85  1
        2012061721  4130938      15.92     120.76  1
        2012061800  4069300      16.07     120.66  1
        2012061803  4044988      16.31     120.56  1
        2012061806  3965266      16.57     120.60  1
        2012061809  3883093      16.85     120.57  1
        2012061812  4173032      18.11     121.09  1
        2012061815  4158298      18.54     121.19  1
        2012061818  4083777      19.02     121.19  1
        2012061821  3882185      19.55     121.26  1
        2012061900  3899295      20.06     121.32  1
        2012061903  3698556      20.32     121.13  1
        2012061906  3738162      20.84     121.15  1
        2012061909  3650704      21.11     121.01  1
        2012061912  3646307      21.45     121.09  1
        2012061915  3683156      21.73     121.08  1
        2012061918  3724141      22.35     121.52  1
        2012061921  3757511      22.78     121.71  1
        2012062000  3767737      23.22     122.08  1
        2012062003  3751377      23.71     122.47  1
        2012062006  3741897      24.27     122.84  1
        2012062009  3679680      24.69     123.06  1
        2012062012  3698726      24.97     123.28  1
        2012062015  3732742      25.18     123.42  1
        2012062018  3740231      25.53     123.79  1
        2012062021  3752555      25.95     124.22  1
        2012062100  3835238      26.32     124.63  1
        2012062103  3887624      26.54     124.89  1
        2012062106  3870454      26.78     125.07  1
        2012062109  3813267      26.97     125.20  1
        2012062112  3731809      27.06     125.27  1
        2012062115  3611646      27.13     125.28  1
        2012062118  3547493      27.30     125.45  1
        2012062121  3382687      27.15     125.26  1
        2012062200  3169757      26.83     124.80  1
        2012062203  2843909      26.25     123.98  1
        2012062206  2482276      25.06     122.19  1
        2012062209  2254570      24.82     121.60  1
        2012062212  2145891      24.86     121.31  1
        2012062215  2074987      24.98     121.09  1
        2012062218  1944590      25.24     121.22  1
        2012062221  1913219      25.43     121.12  1
        2012062300  1802475      25.72     121.25  1
        2012062303  1682892      25.89     120.90  1
        2012062306  1663381      25.86     120.14  1
        2012062309  1465853      25.80     119.43  1
        2012062312  1189848      25.69     118.50  1
        2012062315   847453      25.43     117.01  1
        2012062318   423437      24.64     113.72  1
        2012062321   523062      24.65     113.40  1
        2012062400   538428      24.67     112.93  1
        2012062403   551607      24.70     112.74  1
        2012062406   582816      24.78     112.56  1
        2012062409   445868      24.84     112.47  1
        2012062412   306417      24.83     112.40  1
LPT     3.0200
        2012061103   484353      -0.83     115.18  1
        2012061106   892034      -0.93     116.07  1
        2012061109  1139076      -0.90     116.59  1
        2012061112  1399984      -0.83     117.33  1
        2012061115  1616071      -0.69     117.93  1
        2012061118  1834472      -0.41     118.39  1
        2012061121  1868418      -0.25     118.94  1
        2012061200  1928549      -0.04     119.71  1
        2012061203  2044157       0.19     120.51  1
        2012061206  2073345       0.42     121.42  1
        2012061209  2035406       0.66     122.26  1
        2012061212  2091561       0.87     122.98  1
        2012061215  2217064       1.01     123.52  1
        2012061218  2278381       1.26     123.93  1
        2012061221  2258855       1.41     124.34  1
        2012061300  2257958       1.48     124.82  1
        2012061303  2280211       1.56     125.35  1
        2012061306  2319499       1.66     125.86  1
        2012061309  2322571       1.78     126.63  1
        2012061312  3338290       2.86     131.76  1
        2012061315  3898414       3.12     133.59  1
        2012061318  4138024       3.45     134.59  1
        2012061321  4214941       3.51     135.72  1
        2012061400  4250158       3.59     136.44  1
        2012061403  4336619       3.68     137.18  1
        2012061406  4483398       3.82     137.68  1
        2012061409  4609096       3.88     138.15  1
        2012061412  4815709       3.86     138.84  1
        2012061415  5152115       3.80     139.58  1
        2012061418  5283501       3.77     140.20  1
        2012061421  5439295       3.60     141.17  1
        2012061500  5631238       3.57     141.60  1
        2012061503  8044041       8.06     135.35  1
        2012061506  8214117       8.04     135.43  1
        2012061509  8289116       8.02     135.61  1
        2012061512  8450697       7.87     135.94  1
        2012061515  8603345       7.79     136.22  1
        2012061518  8810457       7.77     136.33  1
        2012061521  8826321       7.58     136.77  1
        2012061600  8952649       7.51     136.96  1
        2012061603  8968487       7.47     137.03  1
        2012061606  8970045       7.42     137.08  1
        2012061609  8913213       7.31     137.23  1
        2012061612  8937441       7.23     137.35  1
        2012061615  8930034       7.29     137.23  1
        2012061618  8761586       7.53     136.87  1
        2012061621  8508455       7.69     136.58  1
        2012061700  4389793      14.66     122.62  1
        2012061703  4420225      14.93     122.13  1
        2012061706  4434222      15.23     121.66  1
        2012061709  4359190      15.32     121.34  1
        2012061712  4263154      15.47     121.22  1
        2012061715  4184465      15.50     121.12  1
        2012061718  4218275      15.83     120.85  1
        2012061721  4130938      15.92     120.76  1
        2012061800  4069300      16.07     120.66  1
        2012061803  4044988      16.31     120.56  1
        2012061806  3965266      16.57     120.60  1
        2012061809  3883093      16.85     120.57  1
        2012061812  4173032      18.11     121.09  1
        2012061815  4158298      18.54     121.19  1
        2012061818  4083777      19.02     121.19  1
        2012061821  3882185      19.55     121.26  1
        2012061900  3899295      20.06     121.32  1
        2012061903  3698556      20.32     121.13  1
        2012061906  3738162      20.84     121.15  1
        2012061909  3650704      21.11     121.01  1
        2012061912  3646307      21.45     121.09  1
        2012061915  3683156      21.73     121.08  1
        2012061918  3724141      22.35     121.52  1
        2012061921  3757511      22.78     121.71  1
        2012062000  3767737      23.22     122.08  1
        2012062003  3751377      23.71     122.47  1
        2012062006  3741897      24.27     122.84  1
        2012062009  3679680      24.69     123.06  1
        2012062012  3698726      24.97     123.28  1
        2012062015  3732742      25.18     123.42  1
        2012062018  3740231      25.53     123.79  1
        2012062021  3752555      25.95     124.22  1
        2012062100  3835238      26.32     124.63  1
        2012062103  3887624      26.54     124.89  1
        2012062106  3870454      26.78     125.07  1
        2012062109  3813267      26.97     125.20  1
        2012062112  3731809      27.06     125.27  1
        2012062115  3611646      27.13     125.28  1
        2012062118  3547493      27.30     125.45  1
        2012062121  3382687      27.15     125.26  1
        2012062200  3169757      26.83     124.80  1
        2012062203  2843909      26.25     123.98  1
        2012062206  2482276      25.06     122.19  1
        2012062209  2254570      24.82     121.60  1
        2012062212  2145891      24.86     121.31  1
        2012062215  2074987      24.98     121.09  1
        2012062218  1944590      25.24     121.22  1
        2012062221  1913219      25.43     121.12  1
        2012062300  1802475      25.72     121.25  1
        2012062303  1682892      25.89     120.90  1
        2012062306  1663381      25.86     120.14  1
        2012062309  1465853      25.80     119.43  1
        2012062312  1189848      25.69     118.50  1
        2012062315   847453      25.43     117.01  1
        2012062318   423437      24.64     113.72  1
        2012062321   523062      24.65     113.40  1
        2012062400   538428      24.67     112.93  1
        2012062403   551607      24.70     112.74  1
        2012062406   582816      24.78     112.56  1
        2012062409   445868      24.84     112.47  1
        2012062412   306417      24.83     112.40  1
LPT     4.0100
        2012062121   433670      21.42     278.78  1
        2012062200   421290      21.47     278.24  1
        2012062203   453808      21.41     277.87  1
        2012062206   470453      21.38     277.47  1
        2012062209   623386      21.09     276.64  1
        2012062212   812899      20.95     275.95  1
        2012062215   956766      20.88     275.50  1
        2012062218  1036019      20.99     275.22  1
        2012062221  1099583      21.06     274.90  1
        2012062300  1122652      21.14     274.89  1
        2012062303  1126463      21.20     274.79  1
        2012062306  1084350      21.25     274.68  1
        2012062309  1084346      21.34     274.75  1
        2012062312  1096710      21.41     274.69  1
        2012062315  1114095      21.48     274.66  1
        2012062318  1172863      21.57     274.57  1
        2012062321  1203317      21.77     274.66  1
        2012062400  1188042      21.79     274.49  1
        2012062403  1172860      21.98     274.51  1
        2012062406  1217536      22.27     274.68  1
        2012062409  1303684      22.81     274.97  1
        2012062412  1373640      23.19     275.14  1
        2012062415  1405941      23.54     275.28  1
        2012062418  1460763      23.88     275.41  1
        2012062421  1381833      24.41     275.63  1
        2012062500  1280745      24.83     275.78  1
        2012062503  1268137      25.17     275.94  1
        2012062506  1258038      25.40     276.06  1
        2012062509  1279591      25.67     276.23  1
        2012062512  1249943      26.05     276.47  1
        2012062515  1215629      26.36     276.69  1
        2012062518  1268094      26.86     276.97  1
        2012062521  1266269      27.14     277.16  1
        2012062600  1212911      27.25     277.27  1
        2012062603  1205038      27.48     277.39  1
        2012062606  1160739      27.66     277.49  1
        2012062609  1156425      27.87     277.69  1
        2012062612  1168892      28.17     278.00  1
        2012062615  1186869      28.45     278.37  1
        2012062618  1294188      28.92     279.05  1
        2012062621  1353641      29.33     279.63  1
        2012062700  1326886      29.73     280.16  1
        2012062703  1443059      30.07     280.71  1
        2012062706  1467783      30.38     281.14  1
        2012062709  1488599      30.85     281.90  1
        2012062712  1389947      31.30     282.62  1
        2012062715  1452253      31.91     283.74  1
        2012062718  1561628      32.47     284.88  1
        2012062721  1526899      32.79     285.52  1
        2012062800  1490436      33.03     286.11  1
        2012062803  1502068      33.14     286.44  1
        2012062806  1510712      33.31     286.88  1
        2012062809  1515959      33.38     287.20  1
        2012062812  1493838      33.51     287.56  1
        2012062815  1435514      33.50     287.78  1
        2012062818  1336996      33.47     287.99  1
        2012062821  1148419      33.54     288.41  1
        2012062900  1013432      33.54     288.67  1
        2012062903   897969      33.45     288.80  1
        2012062906   688459      33.33     289.03  1
        2012062909   523564      33.08     288.78  1
        2012062912   344480      32.72     288.42  1
LPT     5.0100
        2012062118   644098       0.63     133.69  1
        2012062121   915717       0.59     134.11  1
        2012062200  1181014       0.61     134.48  1
        2012062203  1392238       0.61     134.69  1
        2012062206  1647327       0.62     134.98  1
        2012062209  1832294       0.62     135.26  1
        2012062212  2080309       0.72     135.64  1
        2012062215  2348374       0.75     136.21  1
        2012062218  2682367       0.93     136.87  1
        2012062221  2851566       1.06     137.41  1
        2012062300  2995282       1.20     137.87  1
        2012062303  3180400       1.36     138.42  1
        2012062306  3388411       1.51     138.87  1
        2012062309  3491812       1.64     139.28  1
        2012062312  3658184       1.76     139.63  1
        2012062315  3833732       1.85     140.12  1
        2012062318  4081113       2.00     140.41  1
        2012062321  4090554       2.10     140.83  1
        2012062400  4172742       2.27     141.07  1
        2012062403  4216506       2.48     141.32  1
        2012062406  4281108       2.66     141.50  1
        2012062409  4273748       2.78     141.64  1
        2012062412  4279198       2.98     141.74  1
        2012062415  4281246       3.07     141.95  1
        2012062418  4296112       3.24     142.02  1
        2012062421  4181263       3.27     142.41  1
        2012062500  4204604       3.22     142.73  1
        2012062503  5448505       0.92     148.60  1
        2012062506  6027288       0.25     150.04  1
        2012062509  6365710      -0.23     151.07  1
        2012062512  6803301      -0.65     151.81  1
        2012062515  7264828      -1.06     152.59  1
        2012062518  7607030      -1.17     152.77  1
        2012062521  7673008      -1.22     152.95  1
        2012062600  7802957      -1.12     152.84  1
        2012062603  8020648      -1.12     152.76  1
        2012062606  8164075      -1.02     152.51  1
        2012062609  8149851      -1.01     152.51  1
        2012062612  8238743      -1.04     152.57  1
        2012062615  8420165      -1.06     152.61  1
        2012062618  8570548      -0.94     152.47  1
        2012062621  8303975      -0.97     152.36  1
        2012062700  8067498      -0.91     152.14  1
        2012062703  7632190      -0.70     151.17  1
        2012062706  7343416      -0.41     150.03  1
        2012062709  7243868      -0.44     150.28  3
        2012062712  8083004      -0.68     151.62  1
        2012062715  8731873      -0.87     152.39  1
        2012062718  8915116      -0.57     151.78  1
        2012062721  8714749      -0.54     151.54  1
        2012062800  8708816      -0.24     150.70  1
        2012062803  8398203       0.11     149.47  1
        2012062806  6851319       1.69     142.42  1
        2012062809  6886217       1.91     141.83  1
        2012062812  6935381       2.03     141.40  1
        2012062815  6855585       2.42     140.56  1
        2012062818  6530195       3.15     139.22  1
        2012062821  6133154       3.65     138.37  1
        2012062900  5887740       4.01     137.58  1
        2012062903  5891846       4.07     137.18  1
        2012062906  5726574       4.57     136.23  1
        2012062909  3355526      -0.37     144.31  1
        2012062912  3177905       0.20     143.79  1
        2012062915  2884648       1.47     142.67  1
        2012062918  2674781       1.89     142.71  1
        2012062921  2494775       2.24     142.92  1
        2012063000  2451547       2.56     143.12  1
        2012063003  2570954       3.02     142.91  1
        2012063006  2517481       3.45     142.78  1
        2012063009  2382215       3.77     142.80  1
        2012063012  2337411       4.16     142.71  1
        2012063015  2312447       4.81     142.51  1
        2012063018  2197903       5.61     142.15  1
        2012063021  2095952       6.49     142.03  1
        2012070100  2174628       7.08     142.10  1
        2012070103  2258112       7.68     142.06  1
        2012070106  2333530       8.27     142.08  1
        2012070109  2243977       8.62     141.97  1
        2012070112  2237215       8.85     141.85  1
        2012070115  2309888       9.03     141.84  1
        2012070118  2373443       9.20     141.81  1
        2012070121  2333622       9.37     141.88  1
        2012070200  2400350       9.41     142.08  1
        2012070203  2497620       9.54     142.31  1
        2012070206  2547431       9.73     142.47  1
        2012070209  2471102       9.90     142.38  1
        2012070212  2558241       9.92     142.29  1
        2012070215  2622075       9.91     142.00  1
        2012070218  2700202       9.91     141.74  1
        2012070221  2597842       9.98     141.76  1
        2012070300  2510199      10.04     141.38  1
        2012070303  2466247       9.94     141.33  1
        2012070306  2230612       9.77     141.53  1
        2012070309  2072267       9.43     141.65  1
        2012070312  2096508       9.03     141.88  1
        2012070315  2227885       8.54     142.31  1
        2012070318  2291187       7.85     142.68  1
        2012070321  2371573       7.11     143.41  1
        2012070400  2415232       6.47     143.76  1
        2012070403  2400294       5.90     144.11  1
        2012070406  2299436       5.33     144.69  1
        2012070409  2251841       4.78     145.43  1
        2012070412  2444935       4.57     146.12  1
        2012070415  2655654       4.37     147.41  1
        2012070418  2680277       4.15     147.93  1
        2012070421  2552159       3.99     149.01  1
        2012070500  2621353       3.92     149.40  1
        2012070503  2510914       3.78     149.65  1
        2012070506  2305261       3.58     150.44  1
        2012070509  1853941       2.85     153.15  1
        2012070512  1968067       2.68     153.38  1
        2012070515  2098346       2.45     153.76  1
        2012070518  1949536       2.56     154.29  1
        2012070521  1779092       2.70     154.89  1
        2012070600  1740522       2.69     155.11  1
        2012070603  1701897       2.75     155.27  1
        2012070606  1566408       2.64     155.24  1
        2012070609  1441715       2.52     155.24  1
        2012070612  1733038      -0.49     155.30  1
        2012070615  1839063      -1.90     155.49  1
        2012070618   668089     -10.21     156.41  1
        2012070621   744518     -10.67     156.88  1
        2012070700   839368     -10.93     157.34  1
        2012070703   963100     -11.11     157.68  1
        2012070706  1044295     -11.27     157.89  1
        2012070709  1087804     -11.37     157.90  1
        2012070712  1182862     -11.42     158.05  1
        2012070715  1247697     -11.47     158.19  1
        2012070718  1230771     -11.53     158.20  1
        2012070721  1241828     -11.60     158.20  1
        2012070800  1159854     -11.69     158.27  1
        2012070803  1130021     -11.78     158.33  1
        2012070806  1099534     -11.86     158.49  1
        2012070809  1075835     -11.94     158.57  1
        2012070812  1062922     -11.96     158.81  1
        2012070815   971614     -11.95     158.91  1
        2012070818   886570     -11.86     159.06  1
        2012070821   840795     -11.76     158.96  1
        2012070900   801372     -11.54     158.93  1
        2012070903   769357     -11.35     159.07  1
        2012070906   805237     -10.97     159.28  1
        2012070909   778832     -10.64     159.60  1
