begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2020060100    2025063023    7.2000         7    561.00            1.03  2020081617  2020091202                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   11.2000        11    815.00            0.86  2020092313  2020103012                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   15.2000        15    634.00            0.40  2020110520  2020120506                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   18.2000        18    374.00            0.90  2020121220  2020123110                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   19.1000        19    553.00           -1.02  2020122808  2021012309                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   19.4000        19    196.00            5.14  2021010807  2021011911                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   19.3000        19    290.00           -8.08  2021010807  2021012309                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0900        20    854.00           -1.08  2021012102  2021022816                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.1100        20    697.00           -0.15  2021012102  2021022203                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0200        20    996.00            0.60  2021012303  2021030815                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0100        20    805.00           -0.56  2021012303  2021022816                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0300        20    648.00            0.75  2021012303  2021022203                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0700        20   1103.00           -0.45  2021011816  2021030815                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2020060100    2025063023   20.0600        20    912.00           -1.76  2021011816  2021022816                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
