LPT nnnnn.nnnn
        YYYYMMDDHH _A_[km2] cen_lat.__ cen_lon.__ Nobj
        1998010804  8333919     -14.41     172.14  1
        1998010805  8358959     -14.54     172.20  1
        1998010806  8395460     -14.66     172.22  1
        1998010807  8513858     -14.74     172.06  1
        1998010808  8762474     -14.75     171.59  1
        1998010809  8781821     -14.88     171.65  1
        1998010810  8797389     -15.00     171.71  1
        1998010811  8812787     -15.11     171.76  1
        1998010812  8819620     -15.22     171.83  1
        1998010813  8817263     -15.33     171.90  1
        1998010814  8815122     -15.45     171.99  1
        1998010815  8820816     -15.58     172.07  1
        1998010816  8826821     -15.72     172.17  1
        1998010817  8836296     -15.88     172.28  1
        1998010818  8840238     -16.03     172.39  1
        1998010819  8843428     -16.18     172.48  1
        1998010820  8851805     -16.33     172.58  1
        1998010821  8858458     -16.47     172.66  1
        1998010822  8873635     -16.63     172.76  1
        1998010823  8877196     -16.78     172.84  1
        1998010900  8879169     -16.93     172.93  1
        1998010901  8892379     -17.09     173.04  1
        1998010902  8899522     -17.25     173.16  1
        1998010903  8905593     -17.42     173.31  1
        1998010904  8905340     -17.58     173.44  1
        1998010905  8904429     -17.76     173.60  1
        1998010906  8902925     -17.94     173.77  1
        1998010907  8894370     -18.10     173.93  1
        1998010908  8881559     -18.28     174.08  1
        1998010909  8867165     -18.45     174.22  1
        1998010910  8840190     -18.62     174.36  1
        1998010911  8798603     -18.78     174.51  1
        1998010912  8756152     -18.94     174.66  1
        1998010913  8708284     -19.08     174.80  1
        1998010914  8650431     -19.23     174.96  1
        1998010915  8604513     -19.41     175.13  1
        1998010916  8560454     -19.59     175.31  1
        1998010917  8528156     -19.80     175.49  1
        1998010918  8490893     -20.00     175.67  1
        1998010919  8447817     -20.18     175.82  1
        1998010920  8389951     -20.34     175.95  1
        1998010921  8314852     -20.48     176.07  1
        1998010922  8238004     -20.59     176.16  1
        1998010923  8157134     -20.68     176.25  1
        1998011000  8070996     -20.78     176.36  1
        1998011001  7989693     -20.86     176.48  1
        1998011002  7923754     -20.93     176.58  1
        1998011003  7865708     -21.00     176.68  1
        1998011004  7803799     -21.07     176.79  1
        1998011005  7735124     -21.16     176.92  1
        1998011006  7653294     -21.27     177.05  1
        1998011007  7547946     -21.38     177.19  1
        1998011008  7444594     -21.50     177.33  1
        1998011009  7335567     -21.59     177.45  1
        1998011010  7211290     -21.68     177.57  1
        1998011011  7096864     -21.75     177.69  1
        1998011012  6959986     -21.82     177.81  1
        1998011013  6787473     -21.90     177.94  1
        1998011014  6585955     -22.02     178.11  1
        1998011015  3013646     -10.79     169.05  1
        1998011016  2920914     -10.62     169.11  1
        1998011017  2865537     -10.51     169.22  1
        1998011018  2827047     -10.44     169.37  1
        1998011019  2812157     -10.35     169.57  1
        1998011020  3924538      -8.66     175.34  1
        1998011021  3991870      -8.52     175.78  1
        1998011022  4053685      -8.39     176.15  1
        1998011023  4115818      -8.26     176.52  1
        1998011100  4160045      -8.14     176.87  1
        1998011101  7332995      -5.36     197.13  1
        1998011102  7503690      -5.26     197.64  1
        1998011103  7669605      -5.16     198.18  1
        1998011104  7846162      -5.09     198.73  1
        1998011105  8056831      -5.01     199.38  1
        1998011106  8787009      -5.63     201.16  1
        1998011107  9039426      -5.57     201.94  1
        1998011108  9265940      -5.53     202.58  1
        1998011109  9465323      -5.49     203.17  1
        1998011110  9623785      -5.46     203.63  1
        1998011111  9765191      -5.44     203.97  1
        1998011112  9886700      -5.44     204.21  1
        1998011113  9960616      -5.45     204.32  1
        1998011114 10014067      -5.45     204.40  1
        1998011115 10033878      -5.45     204.45  1
        1998011116  7946681      -7.09     194.61  1
        1998011117  8007547      -7.08     194.75  1
        1998011118  8072220      -7.08     194.92  1
        1998011119  8136258      -7.06     195.10  1
        1998011120  8191430      -7.05     195.29  1
        1998011121  8238948      -7.04     195.51  1
        1998011122  8288854      -7.03     195.73  1
        1998011123  8322738      -7.00     196.02  1
        1998011200  8359233      -6.98     196.27  1
        1998011201  8386368      -6.96     196.54  1
        1998011202  8422940      -6.93     196.79  1
        1998011203  8465719      -6.91     197.02  1
        1998011204  8502977      -6.88     197.25  1
        1998011205  8532795      -6.85     197.51  1
        1998011206  8543389      -6.81     197.80  1
        1998011207  8542160      -6.77     198.15  1
        1998011208  8536614      -6.72     198.52  1
        1998011209  8515084      -6.68     199.02  1
        1998011210  8491847      -6.63     199.50  1
        1998011211  8479530      -6.58     199.96  1
        1998011212  8500910      -6.53     200.28  1
        1998011213  8539739      -6.47     200.53  1
        1998011214  8574994      -6.40     200.75  1
        1998011215  8619219      -6.34     200.94  1
        1998011216  8646133      -6.29     201.11  1
        1998011217  8669328      -6.24     201.27  1
        1998011218  8674902      -6.19     201.42  1
        1998011219  8685189      -6.14     201.56  1
        1998011220  8702571      -6.09     201.72  1
        1998011221  8716716      -6.04     201.83  1
        1998011222  8733214      -5.99     201.95  1
        1998011223  8746638      -5.94     202.07  1
        1998011300  8769201      -5.90     202.20  1
        1998011301  8787560      -5.85     202.31  1
        1998011302  8796099      -5.81     202.43  1
        1998011303  8794885      -5.78     202.58  1
        1998011304  8789480      -5.75     202.74  1
        1998011305  8778529      -5.74     202.94  1
        1998011306  8764858      -5.73     203.16  1
        1998011307  8741626      -5.72     203.40  1
        1998011308  8715997      -5.72     203.63  1
        1998011309  8677563      -5.70     203.89  1
        1998011310  8637902      -5.68     204.14  1
        1998011311  8600008      -5.67     204.41  1
        1998011312  8526430      -5.64     204.76  1
        1998011313  8445085      -5.62     205.14  1
        1998011314  8346683      -5.60     205.58  1
        1998011315  8227507      -5.57     206.08  1
        1998011316  8089964      -5.55     206.67  1
        1998011317  7926584      -5.53     207.36  1
        1998011318  7725052      -5.49     208.18  1
        1998011319  7186683      -5.28     210.29  1
        1998011320  7116999      -5.27     210.74  1
        1998011321  7100359      -5.27     211.08  1
        1998011322  7100032      -5.25     211.36  1
        1998011323  7113854      -5.22     211.62  1
        1998011400  7148161      -5.19     211.87  1
        1998011401  7193933      -5.17     212.10  1
        1998011402  7244133      -5.13     212.30  1
        1998011403  7312385      -5.10     212.50  1
        1998011404  7374065      -5.06     212.68  1
        1998011405  7431058      -5.03     212.84  1
        1998011406  7487673      -5.00     212.97  1
        1998011407  7544399      -4.96     213.08  1
        1998011408  7597472      -4.93     213.17  1
        1998011409  7661402      -4.90     213.24  1
        1998011410  7727943      -4.87     213.28  1
        1998011411  7800053      -4.84     213.31  1
        1998011412  7874502      -4.81     213.33  1
        1998011413  7946828      -4.78     213.34  1
        1998011414  8021331      -4.75     213.35  1
        1998011415  8092355      -4.72     213.36  1
        1998011416  8158482      -4.70     213.37  1
        1998011417  8213517      -4.69     213.38  1
        1998011418  8255279      -4.67     213.39  1
        1998011419  8289688      -4.65     213.40  1
        1998011420  8322006      -4.64     213.41  1
        1998011421  8346184      -4.62     213.42  1
        1998011422  8366020      -4.60     213.43  1
        1998011423  8386307      -4.58     213.43  1
        1998011500  8403302      -4.56     213.42  1
        1998011501  8413456      -4.55     213.42  1
        1998011502  8414884      -4.54     213.43  1
        1998011503  8409797      -4.53     213.48  1
        1998011504  8393669      -4.52     213.54  1
        1998011505  8371676      -4.52     213.62  1
        1998011506  8346141      -4.53     213.73  1
        1998011507  8308509      -4.54     213.85  1
        1998011508  8265573      -4.55     213.96  1
        1998011509  8209491      -4.56     214.07  1
        1998011510  8144109      -4.55     214.18  1
        1998011511  8079449      -4.54     214.29  1
        1998011512  8009263      -4.54     214.43  1
        1998011513  7930368      -4.54     214.61  1
        1998011514  7844664      -4.56     214.88  1
        1998011515  7752192      -4.57     215.18  1
        1998011516  7647138      -4.59     215.52  1
        1998011517  7557081      -4.60     215.81  1
        1998011518  7456452      -4.60     216.10  1
        1998011519  7364370      -4.61     216.38  1
        1998011520  7274237      -4.61     216.63  1
        1998011521  7184355      -4.61     216.87  1
        1998011522  7117346      -4.59     217.08  1
        1998011523  7056483      -4.57     217.25  1
        1998011600  7001637      -4.55     217.41  1
        1998011601  6944879      -4.53     217.57  1
        1998011602  6894090      -4.51     217.73  1
        1998011603  6869483      -4.49     217.88  1
        1998011604  6851157      -4.47     218.00  1
        1998011605  6834455      -4.46     218.11  1
        1998011606  6829447      -4.45     218.20  1
        1998011607  6807085      -4.43     218.28  1
        1998011608  6787523      -4.42     218.36  1
        1998011609  6775845      -4.42     218.41  1
        1998011610  6761707      -4.41     218.46  1
        1998011611  6746858      -4.41     218.49  1
        1998011612  6726420      -4.40     218.52  1
        1998011613  6700086      -4.39     218.52  1
        1998011614  6674371      -4.37     218.53  1
        1998011615  6639076      -4.35     218.51  1
        1998011616  6600160      -4.32     218.49  1
        1998011617  6568109      -4.29     218.48  1
        1998011618  6534315      -4.26     218.46  1
        1998011619  6490948      -4.24     218.44  1
        1998011620  6455904      -4.23     218.44  1
        1998011621  6426229      -4.23     218.45  1
        1998011622  6387669      -4.23     218.46  1
        1998011623  6355187      -4.24     218.48  1
        1998011700  6322077      -4.26     218.51  1
        1998011701  6276894      -4.27     218.52  1
        1998011702  6233356      -4.27     218.55  1
        1998011703  6191273      -4.26     218.58  1
        1998011704  6135662      -4.26     218.60  1
        1998011705  6096041      -4.26     218.67  1
        1998011706  6064716      -4.25     218.75  1
        1998011707  6021813      -4.26     218.85  1
        1998011708  5970536      -4.27     218.94  1
        1998011709  5928457      -4.30     219.04  1
        1998011710  5875940      -4.33     219.12  1
        1998011711  5822315      -4.35     219.21  1
        1998011712  5769797      -4.37     219.29  1
        1998011713  5732273      -4.40     219.34  1
        1998011714  5711572      -4.43     219.38  1
        1998011715  5701889      -4.46     219.38  1
        1998011716  5694185      -4.49     219.37  1
        1998011717  5701418      -4.53     219.30  1
        1998011718  5706012      -4.57     219.23  1
        1998011719  5713752      -4.61     219.13  1
        1998011720  5727911      -4.66     219.03  1
        1998011721  5741610      -4.71     218.94  1
        1998011722  5760065      -4.77     218.85  1
        1998011723  5769099      -4.82     218.76  1
        1998011800  5759971      -4.86     218.68  1
        1998011801  5753479      -4.91     218.59  1
        1998011802  5739374      -4.95     218.49  1
        1998011803  5720147      -4.98     218.40  1
        1998011804  5699577      -5.02     218.27  1
        1998011805  5687678      -5.08     218.17  1
        1998011806  5671901      -5.13     218.07  1
        1998011807  5650787      -5.19     217.97  1
        1998011808  5636861      -5.26     217.90  1
        1998011809  5626236      -5.33     217.85  1
        1998011810  5616096      -5.41     217.83  1
        1998011811  5608516      -5.50     217.82  1
        1998011812  5598630      -5.59     217.84  1
        1998011813  5570687      -5.69     217.84  1
        1998011814  5545718      -5.79     217.82  1
        1998011815  5510492      -5.89     217.79  1
        1998011816  5479416      -6.00     217.78  1
        1998011817  5453499      -6.10     217.75  1
        1998011818  5432429      -6.21     217.74  1
        1998011819  5425396      -6.30     217.74  1
        1998011820  5426382      -6.40     217.73  1
        1998011821  5430886      -6.49     217.74  1
        1998011822  5440856      -6.59     217.75  1
        1998011823  5451899      -6.70     217.77  1
        1998011900  5463414      -6.81     217.80  1
        1998011901  5462208      -6.92     217.82  1
        1998011902  5453474      -7.02     217.82  1
        1998011903  5442687      -7.11     217.82  1
        1998011904  5425129      -7.18     217.81  1
        1998011905  5424997      -7.25     217.80  1
        1998011906  5424992      -7.31     217.77  1
        1998011907  5442893      -7.35     217.76  1
        1998011908  5481670      -7.37     217.75  1
        1998011909  5535071      -7.36     217.75  1
        1998011910  5598039      -7.35     217.73  1
        1998011911  5668631      -7.32     217.71  1
        1998011912  5739849      -7.28     217.69  1
        1998011913  5800634      -7.24     217.66  1
        1998011914  5862024      -7.21     217.63  1
        1998011915  5912388      -7.16     217.58  1
        1998011916  5967218      -7.11     217.55  1
        1998011917  6017905      -7.06     217.51  1
        1998011918  6062505      -7.02     217.47  1
        1998011919  6113327      -6.97     217.43  1
        1998011920  6176686      -6.92     217.39  1
        1998011921  6228964      -6.88     217.33  1
        1998011922  6275785      -6.84     217.27  1
        1998011923  6317499      -6.80     217.20  1
        1998012000  6342585      -6.77     217.12  1
        1998012001  6362469      -6.74     217.05  1
        1998012002  6364577      -6.71     216.98  1
        1998012003  6368973      -6.68     216.91  1
        1998012004  6377268      -6.67     216.86  1
        1998012005  6384363      -6.67     216.82  1
        1998012006  6383436      -6.68     216.77  1
        1998012007  6383732      -6.69     216.73  1
        1998012008  6391882      -6.71     216.71  1
        1998012009  6395517      -6.72     216.70  1
        1998012010  6394568      -6.74     216.69  1
        1998012011  6390107      -6.76     216.71  1
        1998012012  6384759      -6.78     216.74  1
        1998012013  6373743      -6.83     216.78  1
        1998012014  6362712      -6.88     216.84  1
        1998012015  6344272      -6.95     216.90  1
        1998012016  6322186      -7.03     216.94  1
        1998012017  6306797      -7.11     217.01  1
        1998012018  6291454      -7.19     217.08  1
        1998012019  6279313      -7.27     217.16  1
        1998012020  6271152      -7.34     217.24  1
        1998012021  6267875      -7.42     217.33  1
        1998012022  6259189      -7.49     217.42  1
        1998012023  6249968      -7.55     217.50  1
        1998012100  6246806      -7.60     217.59  1
        1998012101  6250279      -7.66     217.68  1
        1998012102  6252724      -7.72     217.77  1
        1998012103  6250247      -7.77     217.86  1
        1998012104  6248986      -7.81     217.95  1
        1998012105  6247009      -7.84     218.05  1
        1998012106  6245975      -7.87     218.15  1
        1998012107  6252771      -7.90     218.26  1
        1998012108  6262660      -7.92     218.36  1
        1998012109  6279823      -7.94     218.47  1
        1998012110  6289107      -7.95     218.56  1
        1998012111  6299475      -7.95     218.64  1
        1998012112  6311882      -7.95     218.71  1
        1998012113  6319335      -7.92     218.78  1
        1998012114  6332481      -7.90     218.85  1
        1998012115  6340889      -7.87     218.92  1
        1998012116  6356285      -7.84     218.95  1
        1998012117  6373313      -7.80     218.97  1
        1998012118  6398167      -7.75     218.98  1
        1998012119  6424867      -7.70     218.96  1
        1998012120  6461852      -7.65     218.92  1
        1998012121 10803898      -6.75     201.81  1
        1998012122 10955502      -6.70     201.60  1
        1998012123 11076321      -6.67     201.39  1
        1998012200 11176725      -6.63     201.19  1
        1998012201 11261956      -6.59     200.96  1
        1998012202 11351120      -6.56     200.72  1
        1998012203 11430877      -6.53     200.52  1
        1998012204 11507200      -6.51     200.33  1
        1998012205 11578266      -6.50     200.16  1
        1998012206 11643636      -6.49     199.97  1
        1998012207 11687942      -6.48     199.80  1
        1998012208 11719603      -6.48     199.64  1
        1998012209 11747215      -6.47     199.47  1
        1998012210 11752680      -6.48     199.32  1
        1998012211 11745353      -6.48     199.15  1
        1998012212 11723267      -6.50     199.01  1
        1998012213 11704031      -6.52     198.80  1
        1998012214 11677056      -6.55     198.58  1
        1998012215 11615568      -6.59     198.37  1
        1998012216 11552258      -6.64     198.18  1
        1998012217 11463954      -6.69     197.97  1
        1998012218 11386181      -6.75     197.76  1
        1998012219 11294903      -6.82     197.56  1
        1998012220 11191980      -6.89     197.39  1
        1998012221 11068615      -6.96     197.23  1
        1998012222 10967941      -7.02     197.07  1
        1998012223 10885163      -7.06     196.91  1
        1998012300 10809982      -7.10     196.79  1
        1998012301 10749045      -7.12     196.66  1
        1998012302 10697355      -7.16     196.54  1
        1998012303 10649298      -7.19     196.44  1
        1998012304 10629751      -7.21     196.36  1
        1998012305 10618955      -7.22     196.27  1
        1998012306 10609906      -7.23     196.18  1
        1998012307 10615608      -7.23     196.05  1
        1998012308 10615943      -7.22     195.96  1
        1998012309 10622908      -7.21     195.87  1
        1998012310 10655709      -7.18     195.79  1
        1998012311 10692097      -7.16     195.73  1
        1998012312 10755255      -7.14     195.73  1
        1998012313 10815657      -7.11     195.72  1
        1998012314 10888510      -7.07     195.73  1
        1998012315 10962004      -7.04     195.70  1
        1998012316 11032332      -6.99     195.76  1
        1998012317 11100589      -6.95     195.81  1
        1998012318 11155538      -6.90     195.87  1
        1998012319 11210423      -6.85     195.94  1
        1998012320 11265454      -6.81     195.98  1
        1998012321 11311785      -6.77     196.03  1
        1998012322 11357326      -6.72     196.07  1
        1998012323 11400786      -6.67     196.10  1
        1998012400 11433633      -6.62     196.12  1
        1998012401 11457519      -6.58     196.13  1
        1998012402 11466000      -6.53     196.12  1
        1998012403 11466181      -6.49     196.12  1
        1998012404 11466192      -6.45     196.12  1
        1998012405 11459098      -6.40     196.13  1
        1998012406 11439418      -6.36     196.12  1
        1998012407 11415171      -6.32     196.08  1
        1998012408 11374433      -6.27     196.03  1
        1998012409 11318240      -6.21     195.94  1
        1998012410 11249848      -6.15     195.84  1
        1998012411 11189976      -6.10     195.74  1
        1998012412 11136344      -6.05     195.64  1
        1998012413 11071948      -6.00     195.53  1
        1998012414 10996690      -5.96     195.40  1
        1998012415 10912386      -5.92     195.30  1
        1998012416 10813529      -5.89     195.19  1
        1998012417 10704936      -5.85     195.10  1
        1998012418 10585573      -5.81     195.01  1
        1998012419 10452759      -5.77     194.90  1
        1998012420 10328541      -5.73     194.84  1
        1998012421 10222590      -5.68     194.75  1
        1998012422 10113073      -5.62     194.66  1
        1998012423 10011015      -5.56     194.58  1
        1998012500  9927815      -5.51     194.50  1
        1998012501  9834153      -5.46     194.43  1
        1998012502  9743694      -5.41     194.38  1
        1998012503  9655319      -5.36     194.37  1
        1998012504  9574287      -5.31     194.38  1
        1998012505  9502228      -5.26     194.41  1
        1998012506  9431725      -5.22     194.41  1
        1998012507  9356195      -5.17     194.39  1
        1998012508  9286243      -5.12     194.40  1
        1998012509  9236776      -5.08     194.42  1
        1998012510  9181557      -5.04     194.48  1
        1998012511  9160232      -5.01     194.61  1
        1998012512  9157942      -5.00     194.86  1
        1998012513  9160549      -4.99     195.10  1
        1998012514  9171601      -4.98     195.49  1
        1998012515 11353472      -3.66     204.55  1
        1998012516 11400244      -3.62     205.01  1
        1998012517 11405761      -3.60     205.42  1
        1998012518 11386595      -3.58     205.78  1
        1998012519 11342577      -3.57     206.12  1
        1998012520 11287208      -3.56     206.39  1
        1998012521 11198199      -3.55     206.64  1
        1998012522 11098699      -3.54     206.89  1
        1998012523 10985160      -3.53     207.18  1
        1998012600 10889453      -3.53     207.50  1
        1998012601 10792734      -3.54     207.77  1
        1998012602 10692912      -3.53     208.14  1
        1998012603 10579936      -3.51     208.62  1
        1998012604 10499737      -3.49     208.97  1
        1998012605 10450750      -3.49     209.17  1
        1998012606 10410437      -3.50     209.29  1
        1998012607 10357514      -3.49     209.43  1
        1998012608 10299898      -3.49     209.57  1
        1998012609 10257037      -3.50     209.62  1
        1998012610 10215056      -3.51     209.63  1
        1998012611 10210130      -3.53     209.57  1
        1998012612 10200650      -3.56     209.48  1
        1998012613 10207038      -3.59     209.31  1
        1998012614 10224003      -3.62     209.12  1
        1998012615 10219351      -3.65     208.93  1
        1998012616 10174875      -3.66     208.75  2
        1998012617 10134106      -3.69     208.54  2
        1998012618 10103852      -3.72     208.31  2
        1998012619 10075878      -3.74     208.07  2
        1998012620 10052735      -3.77     207.85  2
        1998012621 10062641      -3.80     207.59  2
        1998012622 10069332      -3.84     207.39  2
        1998012623 10086364      -3.88     207.16  2
        1998012700 10122521      -3.92     206.95  1
        1998012701 10179666      -3.97     206.73  1
        1998012702 10278042      -4.03     206.50  1
        1998012703 10390901      -4.08     206.24  1
        1998012704 10539296      -4.15     205.96  1
        1998012705 10689785      -4.22     205.67  1
        1998012706 10833837      -4.29     205.40  1
        1998012707 10957072      -4.35     205.14  1
        1998012708 11071897      -4.41     204.88  1
        1998012709 11183555      -4.49     204.64  1
        1998012710 11290870      -4.56     204.41  1
        1998012711 11385540      -4.63     204.22  1
        1998012712 11468323      -4.70     204.03  1
        1998012713 11535322      -4.77     203.82  1
        1998012714 11586649      -4.84     203.60  1
        1998012715 11626267      -4.90     203.37  1
        1998012716 11658753      -4.97     203.12  1
        1998012717 11702510      -5.05     202.83  1
        1998012718 11748554      -5.12     202.53  1
        1998012719 11799992      -5.19     202.26  1
        1998012720 11839579      -5.26     201.99  1
        1998012721 11845786      -5.34     201.71  1
        1998012722 11827103      -5.42     201.43  1
        1998012723 11792446      -5.50     201.15  1
        1998012800 11747223      -5.58     200.88  1
        1998012801 11700145      -5.66     200.60  1
        1998012802 11661919      -5.73     200.34  1
        1998012803 11631504      -5.82     200.05  1
        1998012804 11598280      -5.90     199.76  1
        1998012805 11555112      -5.99     199.45  1
        1998012806 11501630      -6.09     199.14  1
        1998012807  9282279      -7.96     190.82  1
        1998012808  9307060      -8.02     190.77  1
        1998012809  9341160      -8.07     190.75  1
        1998012810  9365866      -8.13     190.76  1
        1998012811  9399391      -8.18     190.78  1
        1998012812  9439063      -8.23     190.82  1
        1998012813  9484216      -8.28     190.86  1
        1998012814  9510229      -8.32     190.89  1
        1998012815  9544051      -8.36     190.93  1
        1998012816  9582947      -8.39     191.00  1
        1998012817  9628028      -8.42     191.08  1
        1998012818  9677951      -8.46     191.15  1
        1998012819  9735340      -8.50     191.23  1
        1998012820  9785487      -8.55     191.30  1
        1998012821  9832539      -8.59     191.36  1
        1998012822  9872786      -8.62     191.41  1
        1998012823  9907712      -8.66     191.47  1
        1998012900  9938107      -8.68     191.56  1
        1998012901  9956932      -8.70     191.63  1
        1998012902  9983325      -8.73     191.72  1
        1998012903 10016328      -8.75     191.81  1
        1998012904 10058094      -8.77     191.91  1
        1998012905 10088819      -8.80     192.02  1
        1998012906 10135964      -8.82     192.14  1
        1998012907 10177278      -8.84     192.29  1
        1998012908 10219046      -8.88     192.44  1
        1998012909 10272841      -8.92     192.62  1
        1998012910 10322441      -8.97     192.81  1
        1998012911 10366985      -9.03     193.00  1
        1998012912 10396666      -9.08     193.22  1
        1998012913 10422578      -9.14     193.43  1
        1998012914 10439381      -9.21     193.70  1
        1998012915 10485052      -9.30     194.02  1
        1998012916 10548150      -9.41     194.38  1
        1998012917 10628025      -9.51     194.74  1
        1998012918 10716004      -9.62     195.08  1
        1998012919 10805069      -9.73     195.46  1
        1998012920 10882689      -9.84     195.84  1
        1998012921 10969081      -9.95     196.25  1
        1998012922 11982260     -11.91     199.27  1
        1998012923 12164970     -12.15     199.88  1
        1998013000 12329516     -12.36     200.45  1
        1998013001 12471034     -12.52     200.93  1
        1998013002 12595847     -12.65     201.33  1
        1998013003 12747762     -12.81     201.81  1
        1998013004 12887494     -12.97     202.29  1
        1998013005 12994497     -13.12     202.72  1
        1998013006 13080344     -13.26     203.16  1
        1998013007 13168690     -13.43     203.64  1
        1998013008 13263193     -13.60     204.13  1
        1998013009 13353588     -13.76     204.63  1
        1998013010 13427646     -13.87     205.04  1
        1998013011 13505976     -13.99     205.45  1
        1998013012 13583213     -14.09     205.79  1
        1998013013 13648140     -14.19     206.09  1
        1998013014 13724160     -14.29     206.39  1
        1998013015 13811458     -14.38     206.68  1
        1998013016 13905659     -14.47     206.94  1
        1998013017 14000240     -14.54     207.19  1
        1998013018 14070697     -14.62     207.43  1
        1998013019 14134763     -14.68     207.66  1
        1998013020 14190282     -14.75     207.90  1
        1998013021 14248995     -14.83     208.16  1
        1998013022 14301489     -14.89     208.40  1
        1998013023 14374446     -14.95     208.61  1
        1998013100 14459880     -15.00     208.81  1
        1998013101 14547354     -15.06     209.00  1
        1998013102 14626682     -15.11     209.21  1
        1998013103 14707734     -15.17     209.41  1
        1998013104 14773817     -15.21     209.63  1
        1998013105 14837353     -15.25     209.83  1
        1998013106 14890405     -15.29     210.07  1
        1998013107 14919679     -15.33     210.30  1
        1998013108 14942807     -15.37     210.54  1
        1998013109 14958533     -15.41     210.79  1
        1998013110 14968215     -15.44     211.06  1
        1998013111 14989324     -15.46     211.28  1
        1998013112 14990264     -15.49     211.49  1
