begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2005060100    2010063023  126.2000       126   1034.00           -0.03  2008110305  2008121907                  267            453       5.17     186.00  2008111408  2008112202                80.4          109.4
    2005060100    2010063023  132.1000       132    387.00            2.54  2008122002  2009010805                   73            248      10.28     175.00  2008122303  2008123010                83.7          136.2
    2005060100    2010063023  135.1000       135    306.00            3.44  2009010509  2009012103                   88            365       3.49     277.00  2009010901  2009012014               111.3          143.9
    2005060100    2010063023  138.2000       138   1146.00           -0.91  2009011916  2009031110                  609           1218       0.48     609.00  2009021401  2009031110               130.0          155.7
    2005060100    2010063023  139.1000       139    381.00            4.74  2009012107  2009020904                   73            269       7.92     196.00  2009012408  2009020112                65.2          113.3
    2005060100    2010063023  142.1000       142    704.00            2.23  2009030901  2009041009                  132            632       3.21     500.00  2009031413  2009040409               135.2          190.0
    2005060100    2010063023  145.1000       145    513.00            4.19  2009040305  2009042714                   79            371       5.93     292.00  2009040612  2009041816                98.3          153.6
    2005060100    2010063023  163.1000       163    258.00            4.14  2009090611  2009092005                   73            330       4.14     257.00  2009090912  2009092005                69.4           97.6
    2005060100    2010063023  170.1000       170    499.00            2.09  2009102609  2009111904                   79            571       2.09     492.00  2009102916  2009111904               261.1          299.6
    2005060100    2010063023  171.1000       171    735.00            3.57  2009102909  2009120200                   73            807       3.57     734.00  2009110110  2009120200                67.3          172.5
    2005060100    2010063023  175.1000       175    479.00            1.37  2009121814  2010011013                   98            437       3.15     339.00  2009122216  2010010519                62.1           95.8
    2005060100    2010063023  178.4000       178   2593.00           -0.22  2010010401  2010042502                   73           1440       1.47    1367.00  2010010702  2010030501               132.6          202.1
    2005060100    2010063023  178.1000       178    752.00            0.34  2010032118  2010042502                   94            578       1.42     484.00  2010032516  2010041420               140.2          170.9
    2005060100    2010063023  181.1000       181    241.00            7.72  2010021620  2010030121                  126            313       9.72     187.00  2010022202  2010030121               256.5          306.4
    2005060100    2010063023  187.1000       187    448.00            2.93  2010043001  2010052117                  145            418       5.88     273.00  2010050602  2010051711                54.6          103.1
    2005060100    2010063023  192.1000       192    487.00            3.35  2010060111  2010062418                  280            551       8.49     271.00  2010061303  2010062410                77.0          156.6
