begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2015060100    2020063023    1.1000         1    821.00            3.95  2015053111  2015070716                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023    1.2000         1    618.00            7.83  2015053111  2015062905                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023    1.5000         1    654.00            1.17  2015053111  2015063017                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023    1.7000         1    591.00           -5.57  2015072118  2015081809                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023    1.8000         1    851.00           -0.28  2015071022  2015081809                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023    1.3000         1    197.00           -0.41  2015053111  2015061116                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   14.3000        14   1162.00           -0.33  2015090617  2015102803                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   14.4000        14    750.00            0.15  2015090617  2015101023                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   14.1000        14    558.00           -2.54  2015090617  2015100223                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   25.1000        25   1002.00            2.83  2015121111  2016012505                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   25.4000        25    968.00            1.05  2015121221  2016012505                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.6000        29    191.00           21.46  2016011804  2016012903                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.7000        29    751.00           -1.89  2016011804  2016022111                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.9000        29    561.00           -0.34  2016012602  2016022111                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.4000        29    571.00           -4.85  2016011804  2016021323                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.8000        29    381.00           -4.10  2016012602  2016021323                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2015060100    2020063023   29.2000        29    330.00            0.67  2016012805  2016021323                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
