begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2000060100    2005063023    2.2000         2    239.00           11.01  2000061621  2000062920                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023    2.3000         2    802.00           -0.15  2000061902  2000072512                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   17.3000        17    703.00            3.30  2000110706  2000120913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   17.2000        17    537.00            2.50  2000110706  2000120215                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   19.2000        19    651.00           -1.04  2000121504  2001011407                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   21.2000        21   1039.00            1.95  2001011818  2001030601                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   33.1000        33    446.00           -2.16  2001042411  2001051601                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   39.1000        39    362.00           -2.69  2001061416  2001070218                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.6000        41   1005.00           -0.69  2001072901  2001091122                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.3000        41    450.00            0.58  2001072621  2001081715                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.2000        41    239.00            9.80  2001072621  2001080820                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.4000        41    908.00           -1.55  2001080202  2001091122                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.7000        41    187.00           -0.49  2001072901  2001080820                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.8000        41    398.00           -3.93  2001072901  2001081715                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   41.5000        41    301.00           -9.11  2001080202  2001081715                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   46.3000        46    612.00            0.87  2001100109  2001102921                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   46.2000        46    597.00            2.71  2001092122  2001101919                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   46.4000        46    370.00           -2.13  2001100109  2001101919                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.2000        51    550.00            1.45  2001110415  2001113013                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.4000        51    314.00            4.75  2001111113  2001112715                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.3000        51    355.00           -0.06  2001110415  2001112210                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.5000        51    384.00           -0.88  2001111113  2001113013                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.7000        51    240.00           -1.91  2001111415  2001112715                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.6000        51    189.00           -4.34  2001111113  2001112210                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   51.8000        51    310.00           -7.23  2001111415  2001113013                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   52.3000        52    809.00           -1.22  2001120309  2002010902                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   52.1000        52    327.00            2.67  2001122311  2002010902                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   52.2000        52    246.00            0.16  2001122311  2002010517                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   56.1000        56    403.00            0.40  2002010413  2002012408                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   64.4000        64    534.00            2.12  2002042321  2002051903                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   64.5000        64    604.00            1.26  2002042321  2002052201                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   64.1000        64    288.00           -8.79  2002050403  2002051903                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   64.2000        64    358.00           -7.17  2002050403  2002052201                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   64.3000        64    356.00           -1.44  2002050403  2002052123                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2000060100    2005063023   65.3000        65    437.00            0.39  2002051917  2002060922                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
