begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    1998010400    2000063023    2.1000         2    360.00           -1.46  1998011404  1998020104                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    3.1000         3    189.00            5.18  1998012814  1998020811                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    6.1000         6    244.00            1.80  1998021620  1998030200                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    7.1000         7    248.00            2.45  1998030209  1998031517                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    8.1000         8    227.00            2.32  1998031517  1998032804                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    9.1000         9    457.00           -1.92  1998032110  1998041211                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   11.1000        11    177.00            3.22  1998040218  1998041303                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   13.1000        13    230.00            3.92  1998041007  1998042221                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   15.1000        15    320.00            1.12  1998051522  1998060106                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   16.1000        16    184.00           -0.10  1998052423  1998060415                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   17.1000        17    211.00           -0.40  1998052621  1998060716                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   17.2000        17    272.00           -4.91  1998052621  1998061005                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   18.1000        18    204.00            0.25  1998053113  1998061201                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
