begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2005060100    2010063023   51.1000        51    171.00            2.54  2006080211  2006081214                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   52.1000        52    183.00            1.03  2006081718  2006082809                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   53.1000        53    342.00           -2.81  2006082004  2006090610                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   54.1000        54    233.00           -3.35  2006082210  2006090403                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   56.1000        56    196.00           -2.27  2006090706  2006091810                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   57.1000        57    208.00            1.39  2006090720  2006091912                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   59.1000        59    193.00           -0.50  2006101215  2006102316                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   61.1000        61    228.00           -1.76  2006101823  2006103111                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   62.1000        62    174.00           -2.52  2006102416  2006110322                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   64.1000        64    212.00           -2.90  2006111404  2006112600                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   64.2000        64    136.00            2.78  2006111404  2006112220                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   65.1000        65    174.00           -5.80  2006112120  2006120202                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   66.1000        66    259.00           -4.67  2006112500  2006120819                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   67.1000        67    170.00            7.62  2006120909  2006121911                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   70.1000        70    391.00           -0.23  2007012214  2007021021                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   71.1000        71    278.00            0.43  2007012613  2007021003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   72.1000        72    265.00           -0.39  2007021102  2007022503                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   73.1000        73    351.00           -0.88  2007021500  2007030415                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   73.2000        73    364.00           -4.86  2007021500  2007030504                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   74.1000        74    456.00           -2.28  2007021715  2007031115                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   74.2000        74    494.00            4.25  2007021715  2007031305                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   75.1000        75    246.00           -3.05  2007030418  2007031800                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   76.1000        76    456.00           -2.51  2007031316  2007040416                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   77.1000        77    497.00           -0.79  2007042323  2007051716                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   80.1000        80    238.00           -0.15  2007052414  2007060612                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   80.2000        80     92.00            5.22  2007052414  2007053110                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   81.1000        81    435.00           -1.21  2007060608  2007062711                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   84.1000        84    195.00           -4.26  2007080914  2007082017                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   85.1000        85    441.00           -2.67  2007081504  2007090513                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   86.1000        86    286.00            0.95  2007082500  2007090822                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   87.1000        87    294.00            1.79  2007082513  2007090919                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   88.1000        88    387.00           -1.64  2007090705  2007092608                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   88.2000        88    300.00            2.25  2007091020  2007092608                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   89.2000        89    409.00           -2.38  2007091913  2007100914                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   90.1000        90    396.00           -0.64  2007100520  2007102508                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   91.1000        91    455.00            2.21  2007101416  2007110515                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   91.2000        91    375.00           -2.08  2007101416  2007110207                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   91.3000        91    308.00           -4.41  2007102019  2007110515                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   92.1000        92    239.00           -0.05  2007102414  2007110613                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   93.1000        93    255.00           -1.24  2007110302  2007111617                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   94.1000        94    227.00           -0.58  2007112207  2007120418                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   94.2000        94    575.00            2.95  2007110719  2007120418                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   94.3000        94    508.00           -0.44  2007110719  2007120123                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   94.4000        94    522.00           -0.46  2007111000  2007120418                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   94.5000        94    455.00           -5.08  2007111000  2007120123                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   96.1000        96    273.00            1.36  2007122516  2008010901                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   97.1000        97    208.00            3.97  2008010909  2008012101                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023   99.1000        99    371.00            0.22  2008011810  2008020521                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  100.1000       100    324.00           -2.55  2008020907  2008022519                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  101.1000       101    195.00            2.98  2008022622  2008030901                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  102.1000       102    186.00           -1.45  2008022709  2008030903                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  103.1000       103    359.00            2.92  2008031210  2008033009                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  104.1000       104    178.00            0.86  2008031304  2008032314                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  105.1000       105    390.00            0.75  2008032019  2008040901                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  107.1000       107    326.00           -4.06  2008041206  2008042820                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  109.1000       109    400.00           -1.31  2008042907  2008051823                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  110.1000       110    230.00            3.61  2008051015  2008052305                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  112.1000       112    178.00           -0.07  2008052515  2008060501                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  115.2000       115    434.00            0.11  2008062509  2008071611                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  118.1000       118    611.00           -2.88  2008071916  2008081703                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  120.1000       120    268.00            0.03  2008082623  2008091003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  120.2000       120    416.00            0.67  2008082623  2008091607                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  121.1000       121    275.00           -1.76  2008091314  2008092801                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  122.1000       122    338.00            0.02  2008092523  2008101301                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  124.1000       124    167.00            4.78  2008100818  2008101817                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  125.1000       125    207.00            0.09  2008102822  2008110913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  127.1000       127    274.00            3.53  2008111707  2008120117                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  128.1000       128    210.00            0.15  2008111708  2008112902                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  129.1000       129    181.00           -0.75  2008112616  2008120705                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  130.1000       130    174.00           -0.26  2008121307  2008122313                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  131.1000       131    170.00            1.24  2008121406  2008122408                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  133.1000       133    385.00            4.46  2008122817  2009011618                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  134.1000       134    277.00            0.15  2008123105  2009011418                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  136.1000       136    168.00            0.01  2009011316  2009012316                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  137.1000       137    283.00           -0.50  2009011612  2009013107                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  140.1000       140    197.00           -0.81  2009013122  2009021203                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  141.1000       141    198.00           -1.44  2009021116  2009022222                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  143.1000       143    169.00            0.84  2009032802  2009040703                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  144.1000       144    288.00            0.66  2009040102  2009041602                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  146.1000       146    210.00           -2.55  2009041902  2009043020                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  147.1000       147    250.00           -3.05  2009042609  2009050919                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  148.1000       148    310.00            0.48  2009050204  2009051802                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  149.1000       149    189.00           -3.39  2009050804  2009051901                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  150.1000       150    204.00            5.46  2009051417  2009052605                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  151.1000       151    291.00            1.83  2009051707  2009060110                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  152.1000       152    340.00           -1.67  2009052403  2009061007                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  153.1000       153    223.00            4.21  2009060308  2009061515                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  154.1000       154    303.00           -1.64  2009060713  2009062304                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  154.2000       154    187.00            5.77  2009060713  2009061808                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  155.1000       155    274.00           -2.18  2009062709  2009071119                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  156.1000       156    638.00           -2.39  2009070503  2009080317                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  157.1000       157    203.00            9.11  2009070512  2009071623                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  158.1000       158    612.00           -1.64  2009071609  2009081321                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  159.1000       159    337.00           -0.25  2009080622  2009082323                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  160.1000       160    187.00           -0.22  2009081104  2009082123                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  161.1000       161    292.00           -1.74  2009081616  2009083120                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.1000       162    269.00           -2.23  2009082707  2009091012                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.2000       162    267.00          -11.03  2009082707  2009091010                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.3000       162    443.00           -3.77  2009082707  2009091718                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.4000       162    444.00            4.90  2009082000  2009091012                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.5000       162    442.00            1.20  2009082000  2009091010                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  162.6000       162    618.00            1.99  2009082000  2009091718                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  164.1000       164    256.00            0.78  2009090904  2009092220                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  164.2000       164    238.00           -1.46  2009090904  2009092202                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  165.1000       165    484.00           -2.15  2009091623  2009101003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  165.2000       165    449.00            0.89  2009091810  2009101003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  165.3000       165    165.00          -10.60  2009093006  2009101003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  166.1000       166    192.00           -3.92  2009092201  2009100301                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  167.1000       167    474.00           -0.57  2009100701  2009102919                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  168.1000       168    246.00           -0.41  2009101611  2009102917                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  169.1000       169    229.00            4.48  2009102507  2009110620                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  172.1000       172    677.00            0.07  2009112010  2009122115                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  173.1000       173    373.00           -2.04  2009112623  2009121512                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  174.1000       174    187.00           -0.33  2009120101  2009121120                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  176.1000       176    176.00           -6.23  2009122806  2010010714                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  177.1000       177    172.00            2.08  2010010219  2010011223                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  179.1000       179    204.00            1.18  2010010620  2010011808                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  180.1000       180    170.00            0.73  2010012100  2010013102                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  182.1000       182    266.00            1.15  2010021817  2010030419                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  183.1000       183    168.00           -0.55  2010030322  2010031322                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  184.1000       184    307.00           -0.27  2010040315  2010041910                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  185.1000       185    175.00            4.12  2010042212  2010050219                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  186.1000       186    193.00           -2.01  2010042213  2010050314                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  188.1000       188    174.00            5.68  2010051623  2010052705                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  189.1000       189    197.00            0.82  2010051822  2010053003                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  190.1000       190    322.00           -0.37  2010052002  2010060512                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  191.1000       191    204.00            6.25  2010052107  2010060119                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  191.2000       191    162.00           -1.68  2010052107  2010053101                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  193.1000       193    406.00            0.94  2010061101  2010063023                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    2005060100    2010063023  194.1000       194    219.00           -0.44  2010061820  2010063023                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
