begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    2015060100    2020063023    0.1000         0    350.00            1.30  2015052900  2015061514                   73            284       4.26     211.00  2015060101  2015060920               245.1          276.3
    2015060100    2020063023    1.4000         1   1822.00           -0.26  2015053111  2015081809                   73            719       4.31     646.00  2015060312  2015063010                64.7          163.4
    2015060100    2020063023    1.6000         1    329.00            3.63  2015072118  2015080711                   73            401       3.63     328.00  2015072419  2015080711               150.7          194.2
    2015060100    2020063023    2.1000         2    210.00            9.72  2015060804  2015061922                   73            260       9.13     187.00  2015061105  2015061900               136.8          205.9
    2015060100    2020063023    5.1000         5    183.00            6.19  2015071814  2015072905                   73            255       6.20     182.00  2015072115  2015072905               186.0          224.5
    2015060100    2020063023   12.1000        12    318.00            1.61  2015082718  2015091300                  162            390       3.43     228.00  2015090312  2015091300               244.6          277.4
    2015060100    2020063023   14.2000        14    721.00            2.50  2015090617  2015100918                  187            793       3.17     606.00  2015091412  2015100918               151.1          214.7
    2015060100    2020063023   20.1000        20    353.00            2.32  2015101617  2015110310                   94            297       3.14     203.00  2015102015  2015102902                65.5           89.2
    2015060100    2020063023   24.1000        24    597.00            2.55  2015111711  2015121508                  261            669       4.13     408.00  2015112808  2015121508               181.3          252.8
    2015060100    2020063023   25.3000        25   1441.00            3.44  2015112304  2016012505                  404           1203       5.11     799.00  2015121000  2016011207                77.4          198.7
    2015060100    2020063023   27.1000        27    462.00            0.75  2016010310  2016012516                   87            534       0.75     447.00  2016010701  2016012516               306.2          319.2
    2015060100    2020063023   29.5000        29    302.00            9.80  2016011804  2016020218                   73            368       9.91     295.00  2016012105  2016020212               109.2          204.2
    2015060100    2020063023   29.3000        29    510.00            2.29  2016012805  2016022111                  153            378       8.41     225.00  2016020314  2016021223                45.3          104.6
    2015060100    2020063023   30.1000        30   1125.00            0.84  2016013002  2016031923                  356            966       1.20     610.00  2016021322  2016031008               160.7          205.0
    2015060100    2020063023   33.1000        33    334.00            0.33  2016030813  2016032511                  158            384       1.24     226.00  2016031503  2016032413                88.3          100.3
    2015060100    2020063023   34.2000        34   1115.00            1.62  2016031000  2016042811                   75           1187       1.61    1112.00  2016031303  2016042811               137.6          227.3
    2015060100    2020063023   36.2000        36    894.00            0.80  2016041800  2016052806                  541            951       2.48     410.00  2016051013  2016052715                70.4          113.5
    2015060100    2020063023   36.2000        36    894.00            0.80  2016041800  2016052806                   90            427       2.72     337.00  2016042118  2016050519                68.8           99.4
    2015060100    2020063023   40.1000        40    845.00           -0.51  2016060508  2016071313                   88            485       3.54     397.00  2016060900  2016062513                90.8          134.1
    2015060100    2020063023   50.1000        50    314.00            1.61  2016090609  2016092211                   88            386       1.55     298.00  2016091001  2016092211               117.3          140.1
    2015060100    2020063023   52.4000        52   1199.00           -0.17  2016091809  2016111008                  895           1265       3.30     370.00  2016102516  2016111002               106.5          164.7
    2015060100    2020063023   52.3000        52   1309.00           -0.93  2016091809  2016111422                 1206           1381       1.32     175.00  2016110715  2016111422                88.5           99.5
    2015060100    2020063023   59.5000        59    524.00            3.59  2016111510  2016121006                  111            596       3.84     485.00  2016112001  2016121006                80.0          140.7
    2015060100    2020063023   59.7000        59    839.00            3.31  2016111510  2016122309                  568            911       9.66     343.00  2016120902  2016122309                93.8          183.0
    2015060100    2020063023   62.3000        62    460.00            1.01  2016122320  2017011500                   85            267       7.80     182.00  2016122709  2017010323               108.3          159.5
    2015060100    2020063023   63.1000        63    272.00            3.34  2016122614  2017010922                   98            336       3.40     238.00  2016123016  2017010914                74.6           99.1
    2015060100    2020063023   65.2000        65    650.00            4.00  2017011818  2017021720                  138            586       4.31     448.00  2017012412  2017021204               101.4          189.3
    2015060100    2020063023   72.2000        72    292.00            1.63  2017032914  2017041318                  100            364       1.66     264.00  2017040218  2017041318               135.3          149.7
    2015060100    2020063023   75.1000        75    402.00            1.25  2017042515  2017051509                  127            474       1.20     347.00  2017043022  2017051509               162.3          192.5
    2015060100    2020063023   78.1000        78    713.00            1.98  2017051113  2017061306                  319            669       5.40     350.00  2017052420  2017060810                86.9          137.7
    2015060100    2020063023   86.3000        86    662.00            3.74  2017070610  2017080600                  151            734       3.82     583.00  2017071217  2017080600                91.6          172.2
    2015060100    2020063023   86.8000        86    774.00            0.67  2017070118  2017080600                   78            297       1.50     219.00  2017070500  2017071403               140.4          159.1
    2015060100    2020063023   87.1000        87    257.00            1.80  2017072605  2017080822                   73            269       2.03     196.00  2017072906  2017080610                75.3           94.4
    2015060100    2020063023   89.2000        89    752.00           -1.53  2017081021  2017091405                  531            758       1.54     227.00  2017090200  2017091111                77.7           93.2
    2015060100    2020063023   92.3000        92    501.00           -0.25  2017090607  2017093004                  402            571       5.83     169.00  2017092301  2017093002               114.7          145.7
    2015060100    2020063023   95.1000        95    266.00            2.56  2017093004  2017101406                   73            332       2.64     259.00  2017100305  2017101400                77.5           99.6
    2015060100    2020063023   96.2000        96    583.00            1.07  2017100512  2017110119                  265            655       1.59     390.00  2017101613  2017110119               116.8          153.6
    2015060100    2020063023   98.2000        98    468.00            0.01  2017111723  2017121011                   74            288       3.33     214.00  2017112101  2017112923                75.7          102.7
    2015060100    2020063023  100.3000       100    435.00            4.88  2017120520  2017122623                   73            432       6.32     359.00  2017120821  2017122320               108.1          175.1
    2015060100    2020063023  102.1000       102    594.00           -0.79  2017122414  2018012108                  135            329       3.46     194.00  2017123005  2018010707                70.6          101.2
    2015060100    2020063023  105.1000       105   1189.00            2.49  2018010621  2018022810                  142            925       3.52     783.00  2018011219  2018021410               112.8          205.7
    2015060100    2020063023  106.1000       106   1075.00            0.47  2018022409  2018041304                  458           1054       1.63     596.00  2018031511  2018040907               147.8          193.1
    2015060100    2020063023  108.1000       108    346.00            1.08  2018032719  2018041405                  140            418       1.10     278.00  2018040215  2018041405               303.6          315.5
    2015060100    2020063023  109.1000       109    414.00            2.11  2018041405  2018050411                  100            311       5.73     211.00  2018041809  2018042704                62.7           99.6
    2015060100    2020063023  111.1000       111    325.00            1.19  2018042501  2018051114                  138            388       1.19     250.00  2018043019  2018051105               145.3          157.2
    2015060100    2020063023  112.2000       112    932.00            1.77  2018051404  2018062500                  155            541       6.26     386.00  2018052015  2018060517                65.9          137.2
    2015060100    2020063023  116.4000       116   1495.00           -0.07  2018062914  2018090221                   80            277       6.20     197.00  2018070222  2018071103               117.3          151.5
    2015060100    2020063023  124.1000       124    606.00            1.84  2018092316  2018102122                  108            641       2.03     533.00  2018092804  2018102009                75.0          106.1
    2015060100    2020063023  128.1000       128    523.00            1.81  2018102501  2018111820                  101            538       1.36     437.00  2018102906  2018111611                75.9          113.8
    2015060100    2020063023  132.1000       132    358.00            2.01  2018113023  2018121821                   73            379       2.36     306.00  2018120400  2018121618                65.8           97.3
    2015060100    2020063023  133.0400       133    946.00            3.22  2019011301  2019022411                   73            710       6.26     637.00  2019011602  2019021115                52.1          178.7
    2015060100    2020063023  133.0700       133   1871.00           -0.11  2018120512  2019022411                  546            920       4.02     374.00  2018122806  2019011220               144.7          205.6
    2015060100    2020063023  139.7000       139    866.00            4.29  2019022112  2019040114                   73            653       6.70     580.00  2019022413  2019032017                54.6          177.1
    2015060100    2020063023  142.1000       142    658.00            1.52  2019032713  2019042623                   76            648       1.74     572.00  2019033017  2019042313               143.5          182.5
    2015060100    2020063023  144.1000       144    848.00            4.71  2019041417  2019052301                  110            920       4.70     810.00  2019041907  2019052301                73.8          186.1
    2015060100    2020063023  147.5000       147    341.00            9.48  2019052305  2019060910                   89            405       9.90     316.00  2019052622  2019060902                64.1          159.5
    2015060100    2020063023  147.4000       147   1278.00            0.19  2019052305  2019071811                  367            578      12.42     211.00  2019060712  2019061607                87.3          165.3
    2015060100    2020063023  160.1000       160    400.00            1.34  2019101310  2019110202                   73            364       2.71     291.00  2019101611  2019102814                58.0           86.9
    2015060100    2020063023  165.1000       165    313.00            3.63  2019112123  2019120800                   73            341       4.23     268.00  2019112500  2019120604                36.8           79.2
    2015060100    2020063023  167.2000       167    445.00            5.49  2019121420  2020010509                  114            517       5.48     403.00  2019121914  2020010509               135.7          222.1
    2015060100    2020063023  170.1000       170    649.00            4.30  2019122907  2020012808                   73            721       4.29     648.00  2020010108  2020012808               110.8          197.9
    2015060100    2020063023  171.1000       171    408.00            0.57  2020010909  2020012909                   73            480       0.57     407.00  2020011210  2020012909                61.6           73.8
    2015060100    2020063023  173.1000       173    502.00            1.65  2020012610  2020021908                   73            347       3.12     274.00  2020012911  2020020921                55.5           96.3
    2015060100    2020063023  174.1000       174    589.00           -0.52  2020012808  2020022421                  334            661       1.86     327.00  2020021106  2020022421               167.2          187.4
    2015060100    2020063023  177.1000       177    435.00            7.90  2020022812  2020032015                   73            454       8.13     381.00  2020030213  2020031810                90.7          203.2
    2015060100    2020063023  179.1000       179    497.00            2.62  2020031822  2020041115                  102            569       2.65     467.00  2020032304  2020041115               142.0          192.3
    2015060100    2020063023  182.1000       182    444.00            1.98  2020042022  2020051210                   92            496       2.04     404.00  2020042418  2020051114                75.8          102.1
    2015060100    2020063023  183.1000       183    276.00            1.11  2020042402  2020050814                   95            329       1.38     234.00  2020042801  2020050719               136.7          148.0
    2015060100    2020063023  185.1000       185    329.00            5.24  2020050921  2020052614                   76            401       5.20     325.00  2020051301  2020052614                56.6          112.9
    2015060100    2020063023  188.1000       188    344.00            0.70  2020052301  2020060909                   87            416       0.48     329.00  2020052616  2020060909               256.9          273.6
