begin_tracking  end_tracking     lptid  lptgroup  duration  mean_zonal_spd   lpt_begin     lpt_end      eprop_begin_idx  eprop_end_idx  eprop_spd  eprop_dur eprop_begin   eprop_end     eprop_lon_begin  eprop_lon_end
    1998010400    2000063023    0.2000         0    846.00            0.70  1998010100  1998020806                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    1.2000         1    244.00           -2.31  1998010711  1998012015                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0500         5    971.00            1.19  1998020622  1998032209                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.1200         5    891.00            0.96  1998021710  1998032913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0900         5    799.00            3.47  1998021710  1998032517                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0700         5   1143.00           -0.83  1998020622  1998032913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0400         5   1051.00            0.49  1998020622  1998032517                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0600         5    589.00           -3.01  1998020622  1998030611                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0800         5    396.00            6.86  1998020622  1998022610                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0300         5    537.00           -6.68  1998030404  1998032913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.1100         5    337.00            1.00  1998021710  1998030611                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0100         5    445.00           -3.48  1998030404  1998032517                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023    5.0200         5    365.00           -0.30  1998030404  1998032209                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   14.2000        14    574.00            2.90  1998042916  1998052614                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   14.1000        14    477.00            3.80  1998042916  1998052213                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   23.2000        23    447.00           -2.71  1998072815  1998081906                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   28.2000        28    845.00            1.03  1998090214  1998101019                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   28.6000        28    754.00           -0.13  1998090609  1998101019                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   28.1000        28    466.00            4.58  1998090214  1998092500                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   28.3000        28    712.00           -0.95  1998082308  1998092500                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   28.5000        28    375.00            1.65  1998090609  1998092500                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   38.1000        38    360.00           -1.05  1998122213  1999010913                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.7000        40   1124.00           -0.03  1999010701  1999022521                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.3000        40    720.00            2.92  1999011605  1999021805                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.2000        40    726.00            2.03  1999012315  1999022521                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.6000        40    940.00           -1.41  1999010701  1999021805                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.1000        40    542.00            0.50  1999012315  1999021805                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   40.5000        40    484.00           -1.26  1999010701  1999013005                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   45.1000        45    477.00            1.00  1999031002  1999040123                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   50.3000        50    621.00            0.05  1999051519  1999061316                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   50.2000        50    385.00           -0.14  1999052405  1999061206                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   81.1000        81    517.00            3.16  1999112319  1999121808                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   85.3000        85    868.00            1.32  2000011016  2000021820                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   85.2000        85    894.00           -0.36  2000010914  2000021820                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   89.2000        89    432.00           -1.99  2000021302  2000030502                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023   89.3000        89    422.00            0.47  2000021302  2000030416                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023  100.3000       100    185.00            9.66  2000051407  2000052500                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023  100.2000       100    495.00            1.79  2000050507  2000052822                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023  100.4000       100    279.00           -6.90  2000051407  2000052822                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023  105.2000       105    239.00           11.01  2000061621  2000062920                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
    1998010400    2000063023  105.3000       105    213.00            2.45  2000061902  2000063023                 -999           -999    -999.00    -999.00  9999999999  9999999999              -999.0         -999.0
